protest,12
sleep,1
preface,1
captain,1
hate,1
forget,23
unfeeling,2
disoblige,1
calculate,3
rouse,6
scold,3
sorry,3
pride,4
worth,1
conjecture,5
rescue,1
void,1
rise,17
lurk,1
govern,2
affect,15
vast,1
disturb,3
prize,1
conceive,2
whist,1
triumph,3
enjoy,5
force,21
consistent,1
direct,10
elegant,1
second,2
persuade,31
even,38
aim,1
liberty,1
conduct,4
net,1
kindred,1
pratt,1
china,1
violate,1
natured,1
daughter,2
study,8
permit,1
punishment,1
divide,8
elude,1
sympathise,1
glance,3
negative,1
call,73
therefore,1
recommend,15
strike,13
survive,1
tell,110
breathe,2
expose,8
aware,4
warn,4
warm,1
ward,1
hold,8
shoot,2
join,36
err,1
-good,1
pursue,6
work,10
eclipse,1
quarrel,4
misfortunes,1
overspread,2
unmarked,1
pollute,1
give,222
bitterest,1
assent,2
involve,6
caution,1
degenerate,1
jumble,1
attract,2
end,13
provide,5
travel,5
feature,3
hop,28
answer,38
disappoint,5
construe,2
elizabeth,136
lag,2
unguarded,1
lay,9
curiosity,1
purchase,3
attempt,10
splendid,1
alienate,1
revolt,2
think,288
wink,3
maintain,4
enter,45
aloud,1
bingley,9
order,8
wind,2
devote,5
consent,4
vary,6
proportionate,1
befall,1
london,4
fit,6
hypocrisy,1
fix,21
comprehend,16
better,5
encounter,1
persist,4
carve,1
overcome,4
safe,1
break,8
shameful,1
indulge,4
interrupt,9
hertfordshire,2
meat,1
reasonably,2
roast,1
side,3
mean,72
prohibit,1
fortnight,5
depress,1
misfortune,1
waive,1
bennet,3
content,4
sparkle,2
encourage,14
adapt,3
surprise,28
ramsgate,1
associate,1
gardiner,4
revenge,1
bestow,11
struggle,3
estimate,1
fret,1
renew,8
oppose,7
hopeless,1
render,11
rank,1
instruct,2
enumerate,5
sallied,1
discompose,2
service,3
compromise,1
dwell,10
inconvenient,2
listen,34
pemberley,3
serve,2
wisdom,1
incur,1
evil,2
affront,2
project,1
guilt,1
endure,5
threadbare,1
recommence,1
entail,8
rattle,1
resound,1
mind,4
mine,1
rat,1
manner,3
seem,106
regulate,2
seek,12
thorough,1
imprudent,1
object,14
grave,5
glow,2
alarm,10
camp,1
flow,4
nettle,1
aunt,2
fugitives,1
transpire,1
scotch,1
oppress,2
reserve,7
discontent,2
inspire,4
endear,1
alight,1
retire,3
dupe,1
rector,1
appease,2
submit,1
spite,1
explain,16
debts,1
disgust,3
mend,3
announce,3
do,91
-something,1
stop,11
perceive,20
leisure,2
meditate,6
goulding,1
report,1
nasty,1
relish,1
